general_ancestor_concept_name,general_ancestor_concept_id,descendant_concept_id,concept_name,concept_id,concept_synonym_name
Disorder of cardiovascular system,134057,4108164,Aortic valve calcification,4108164,Aortic valve calcification (disorder)
Disorder of cardiovascular system,134057,4108164,Aortic valve calcification,4108164,Calcified aortic valve
Disorder of cardiovascular system,134057,4195690,Aortic valve sclerosis,4195690,Senile sclerosis of aortic cusp
Disorder of cardiovascular system,134057,4195690,Aortic valve sclerosis,4195690,Aortic sclerosis
Disorder of cardiovascular system,134057,4195690,Aortic valve sclerosis,4195690,Aortic valve sclerosis (disorder)
Disorder of cardiovascular system,134057,4119619,Arterial laceration,4119619,Arterial laceration (disorder)
Disorder of cardiovascular system,134057,4156949,Air embolism,4156949,Air embolism (disorder)
Disorder of cardiovascular system,134057,439838,Thrombophlebitis migrans,439838,Migratory thrombophlebitis
Disorder of cardiovascular system,134057,439838,Thrombophlebitis migrans,439838,Trousseau's syndrome
Disorder of cardiovascular system,134057,439838,Thrombophlebitis migrans,439838,Thrombophlebitis migrans (disorder)
Disorder of cardiovascular system,134057,4020159,Mechanical complication of heart valve prosthesis,4020159,Mechanical complication of heart valve prosthesis (disorder)
Disorder of cardiovascular system,134057,44782759,Chronic thrombosis of subclavian vein,44782759,Chronic thrombosis of subclavian vein (disorder)
Disorder of cardiovascular system,134057,4155007,Multi vessel coronary artery disease,4155007,Multi vessel coronary artery disease (disorder)
Disorder of cardiovascular system,134057,4326751,Cardiac sarcoidosis,4326751,Cardiac sarcoidosis (disorder)
Disorder of cardiovascular system,134057,4111541,Sarcoid heart muscle disease,4111541,Sarcoid heart muscle disease (disorder)
Disorder of cardiovascular system,134057,4111541,Sarcoid heart muscle disease,4111541,Sarcoid myocarditis
Disorder of cardiovascular system,134057,313062,Injury of thoracic aorta,313062,Thoracic aorta injury
Disorder of cardiovascular system,134057,313062,Injury of thoracic aorta,313062,Injury of thoracic aorta (disorder)
Disorder of cardiovascular system,134057,4057976,Severe pre-eclampsia with postnatal complication,4057976,Severe pre-eclampsia with postnatal complication (disorder)
Disorder of cardiovascular system,134057,438777,Papillary muscle disorder,438777,Papillary muscle disorder (disorder)
Disorder of cardiovascular system,134057,4331309,Myocarditis due to infectious agent,4331309,Myocarditis due to infectious agent (disorder)
Disorder of cardiovascular system,134057,4331309,Myocarditis due to infectious agent,4331309,Infective myocarditis
Disorder of cardiovascular system,134057,4159144,Hepatopulmonary syndrome,4159144,Hepatopulmonary syndrome (disorder)
Disorder of cardiovascular system,134057,442626,Benign hypertensive heart AND renal disease,442626,Benign hypertensive heart AND renal disease (disorder)
Disorder of cardiovascular system,134057,442581,Injury of popliteal vessels,442581,Injury of popliteal vessels (disorder)
Disorder of cardiovascular system,134057,4196960,Varicocele,4196960,Scrotal varices
Disorder of cardiovascular system,134057,4196960,Varicocele,4196960,Varicocele (disorder)
Disorder of cardiovascular system,134057,4271003,Rheumatoid vasculitis,4271003,Systemic rheumatoid vasculitis
Disorder of cardiovascular system,134057,4271003,Rheumatoid vasculitis,4271003,Rheumatoid vasculitis (disorder)
Disorder of cardiovascular system,134057,438969,Measles without complication,438969,Measles without complication (disorder)
Disorder of cardiovascular system,134057,4035467,Congenital insufficiency of pulmonary valve,4035467,Congenital insufficiency of the pulmonary valve
Disorder of cardiovascular system,134057,4035467,Congenital insufficiency of pulmonary valve,4035467,Congenital insufficiency of pulmonary valve (disorder)
Disorder of cardiovascular system,134057,4035467,Congenital insufficiency of pulmonary valve,4035467,Congenital pulmonary regurgitation
Disorder of cardiovascular system,134057,441725,Ulnar blood vessel injury,441725,Ulnar blood vessel injury (disorder)
Disorder of cardiovascular system,134057,4113927,Injury of vein of trunk,4113927,Injury of vein of trunk (disorder)
Disorder of cardiovascular system,134057,45766114,Subsequent ST segment elevation myocardial infarction,45766114,Subsequent ST segment elevation myocardial infarction (disorder)
Disorder of cardiovascular system,134057,45766114,Subsequent ST segment elevation myocardial infarction,45766114,Subsequent STEMI (ST elevation myocardial infarction)
Disorder of cardiovascular system,134057,4263370,R.I.N.D. syndrome,4263370,RIND - Reversible ischemic neurological defect
Disorder of cardiovascular system,134057,4263370,R.I.N.D. syndrome,4263370,Reversible ischemic neurologic deficit syndrome (disorder)
Disorder of cardiovascular system,134057,4263370,R.I.N.D. syndrome,4263370,Reversible ischaemic neurological defect
Disorder of cardiovascular system,134057,4263370,R.I.N.D. syndrome,4263370,Reversible ischemic neurological defect
Disorder of cardiovascular system,134057,4263370,R.I.N.D. syndrome,4263370,RIND - Reversible ischaemic neurological defect
Disorder of cardiovascular system,134057,4263370,R.I.N.D. syndrome,4263370,Reversible ischaemic neurologic deficit (R.I.N.D.) syndrome
Disorder of cardiovascular system,134057,4263370,R.I.N.D. syndrome,4263370,Reversible ischemic neurologic deficit (R.I.N.D.) syndrome
Disorder of cardiovascular system,134057,4263370,R.I.N.D. syndrome,4263370,Reversible ischemic neurologic deficit syndrome
Disorder of cardiovascular system,134057,4263370,R.I.N.D. syndrome,4263370,Reversible ischaemic neurologic deficit syndrome
Disorder of cardiovascular system,134057,4119302,Pulmonary arteriovenous malformation,4119302,Pulmonary arteriovenous malformation (disorder)
Disorder of cardiovascular system,134057,195060,Congenital anomaly of renal blood vessel,195060,Congenital anomaly of renal blood vessel (disorder)
Disorder of cardiovascular system,134057,195060,Congenital anomaly of renal blood vessel,195060,Congenital renal vascular anomaly
Disorder of cardiovascular system,134057,195060,Congenital anomaly of renal blood vessel,195060,Congenital vascular anomaly of kidney
Disorder of cardiovascular system,134057,433783,Pulmonary artery aneurysm,433783,Pulmonary artery aneurysm (disorder)
Disorder of cardiovascular system,134057,433783,Pulmonary artery aneurysm,433783,Aneurysm of pulmonary artery
Disorder of cardiovascular system,134057,433783,Pulmonary artery aneurysm,433783,PA - Pulmonary artery aneurysm
Disorder of cardiovascular system,134057,4062811,"Benign essential hypertension complicating pregnancy, childbirth and the puerperium with postnatal complication",4062811,"Benign essential hypertension complicating pregnancy, childbirth and the puerperium with postnatal complication (disorder)"
Disorder of cardiovascular system,134057,4167918,Umbilical hemorrhage,4167918,Umbilical haemorrhage
Disorder of cardiovascular system,134057,4167918,Umbilical hemorrhage,4167918,Umbilical hemorrhage (disorder)
Disorder of cardiovascular system,134057,437897,Acute rheumatic endocarditis,437897,Acute rheumatic fever with endocarditis
Disorder of cardiovascular system,134057,437897,Acute rheumatic endocarditis,437897,Acute rheumatic endocarditis (disorder)
Disorder of cardiovascular system,134057,437897,Acute rheumatic endocarditis,437897,Active rheumatic fever with endocarditis
Disorder of cardiovascular system,134057,441593,Arteriovenous fistula of pulmonary vessels,441593,Arteriovenous fistula of pulmonary vessels (disorder)
Disorder of cardiovascular system,134057,441593,Arteriovenous fistula of pulmonary vessels,441593,Pulmonary arteriovenous fistula
Disorder of cardiovascular system,134057,4169592,Acute gastric ulcer with hemorrhage and perforation,4169592,Acute gastric ulcer with haemorrhage and perforation
Disorder of cardiovascular system,134057,4169592,Acute gastric ulcer with hemorrhage and perforation,4169592,Acute gastric ulcer with hemorrhage and perforation (disorder)
Disorder of cardiovascular system,134057,4109365,Premature atrial contraction,4109365,Atrial premature contractions
Disorder of cardiovascular system,134057,4109365,Premature atrial contraction,4109365,Atrial extrasystoles
Disorder of cardiovascular system,134057,4109365,Premature atrial contraction,4109365,Atrial premature systoles
Disorder of cardiovascular system,134057,4109365,Premature atrial contraction,4109365,Premature atrial contraction (disorder)
Disorder of cardiovascular system,134057,4109365,Premature atrial contraction,4109365,Atrial ectopic
Disorder of cardiovascular system,134057,4109365,Premature atrial contraction,4109365,PAC - Premature atrial contraction
Disorder of cardiovascular system,134057,4274491,Acute gastrojejunal ulcer with hemorrhage,4274491,Acute gastrojejunal ulcer with haemorrhage
Disorder of cardiovascular system,134057,4274491,Acute gastrojejunal ulcer with hemorrhage,4274491,Acute gastrojejunal ulcer with hemorrhage (disorder)
Disorder of cardiovascular system,134057,4338227,Basilar artery thrombosis,4338227,Basilar artery thrombosis (disorder)
Disorder of cardiovascular system,134057,4151990,Anterior cord syndrome,4151990,Anterior spinal artery occlusion syndrome
Disorder of cardiovascular system,134057,4151990,Anterior cord syndrome,4151990,Anterior spinal artery syndrome
Disorder of cardiovascular system,134057,4151990,Anterior cord syndrome,4151990,Beck's syndrome
Disorder of cardiovascular system,134057,4151990,Anterior cord syndrome,4151990,Anterior cord syndrome (disorder)
Disorder of cardiovascular system,134057,45766206,Tricuspid valve stenosis with insufficiency,45766206,Tricuspid stenosis with regurgitation
Disorder of cardiovascular system,134057,45766206,Tricuspid valve stenosis with insufficiency,45766206,Tricuspid valve stenosis with insufficiency (disorder)
Disorder of cardiovascular system,134057,4104799,Abnormal number of cusps,4104799,Abnormal number of cusps (disorder)
Disorder of cardiovascular system,134057,4104799,Abnormal number of cusps,4104799,Abnormal number of leaflets
Disorder of cardiovascular system,134057,4029966,Intracranial aneurysm,4029966,Intracranial aneurysm (disorder)
Disorder of cardiovascular system,134057,435684,Injury of popliteal artery,435684,Injury of popliteal artery (disorder)
Disorder of cardiovascular system,134057,4071203,Gastric ulcer with hemorrhage AND perforation but without obstruction,4071203,Gastric ulcer with haemorrhage AND perforation but without obstruction
Disorder of cardiovascular system,134057,4071203,Gastric ulcer with hemorrhage AND perforation but without obstruction,4071203,Gastric ulcer with hemorrhage AND perforation but without obstruction (disorder)
Disorder of cardiovascular system,134057,198019,Iliac blood vessel injury,198019,Iliac blood vessel injury (disorder)
Disorder of cardiovascular system,134057,40487107,Congenital abnormality of aortic valve cusp,40487107,Congenital abnormality of aortic valve cusp (disorder)
Disorder of cardiovascular system,134057,317307,Idiopathic myocarditis,317307,Fiedler's myocarditis
Disorder of cardiovascular system,134057,317307,Idiopathic myocarditis,317307,Idiopathic myocarditis (disorder)
Disorder of cardiovascular system,134057,4139864,Congestive heart failure due to left ventricular systolic dysfunction,4139864,Congestive heart failure due to left ventricular systolic dysfunction (disorder)
Disorder of cardiovascular system,134057,4217075,Infectious pericarditis,4217075,Infective pericarditis
Disorder of cardiovascular system,134057,4217075,Infectious pericarditis,4217075,Infectious pericarditis (disorder)
Disorder of cardiovascular system,134057,4334246,Central retinal vein occlusion with neovascularization,4334246,Central retinal vein occlusion with neovascularization (disorder)
Disorder of cardiovascular system,134057,4334246,Central retinal vein occlusion with neovascularization,4334246,Central retinal vein occlusion with neovascularisation
Disorder of cardiovascular system,134057,4294530,Bicuspid cardiac valve,4294530,Bicuspid cardiac valve (disorder)
Disorder of cardiovascular system,134057,4200875,Type 2 diabetes mellitus with peripheral angiopathy,4200875,Peripheral angiopathy due to type 2 diabetes mellitus
Disorder of cardiovascular system,134057,4200875,Type 2 diabetes mellitus with peripheral angiopathy,4200875,Type II diabetes mellitus with peripheral angiopathy
Disorder of cardiovascular system,134057,4200875,Type 2 diabetes mellitus with peripheral angiopathy,4200875,Peripheral angiopathy due to type 2 diabetes mellitus (disorder)
Disorder of cardiovascular system,134057,4334248,Branch retinal vein occlusion with neovascularization,4334248,Branch retinal vein occlusion with neovascularization (disorder)
Disorder of cardiovascular system,134057,4334248,Branch retinal vein occlusion with neovascularization,4334248,Branch retinal vein occlusion with neovascularisation
Disorder of cardiovascular system,134057,4196684,Senile angioma,4196684,Blood spots on skin
Disorder of cardiovascular system,134057,4196684,Senile angioma,4196684,De Morgan's spots
Disorder of cardiovascular system,134057,4196684,Senile angioma,4196684,Senile naevus of skin
Disorder of cardiovascular system,134057,4196684,Senile angioma,4196684,Campbell de Morgan angioma
Disorder of cardiovascular system,134057,4196684,Senile angioma,4196684,Senile ectasia
Disorder of cardiovascular system,134057,4196684,Senile angioma,4196684,Senile angioma (disorder)
Disorder of cardiovascular system,134057,4196684,Senile angioma,4196684,Campbell de Morgan spot
Disorder of cardiovascular system,134057,4196684,Senile angioma,4196684,Cherry angioma
Disorder of cardiovascular system,134057,4196684,Senile angioma,4196684,Senile nevus of skin
Disorder of cardiovascular system,134057,4294973,Chronic gastric ulcer with hemorrhage and with perforation,4294973,Chronic gastric ulcer with haemorrhage and with perforation
Disorder of cardiovascular system,134057,4294973,Chronic gastric ulcer with hemorrhage and with perforation,4294973,Chronic gastric ulcer with hemorrhage and with perforation (disorder)
Disorder of cardiovascular system,134057,4111552,Re-entry ventricular arrhythmia,4111552,Re-entry ventricular arrhythmia (disorder)
Disorder of cardiovascular system,134057,44783643,Intermittent hypertension,44783643,Intermittent hypertension (disorder)
Disorder of cardiovascular system,134057,439133,Congenital anomaly of blood vessel of upper limb,439133,Congenital anomaly of blood vessel of upper limb (disorder)
Disorder of cardiovascular system,134057,439133,Congenital anomaly of blood vessel of upper limb,439133,Congenital vascular anomaly of upper limb
Disorder of cardiovascular system,134057,40480274,Nonsustained ventricular tachycardia,40480274,Nonsustained ventricular tachycardia (disorder)
Disorder of cardiovascular system,134057,4030365,Vascular calcification,4030365,Vascular calcification (disorder)
Disorder of cardiovascular system,134057,436031,Syphilitic endocarditis,436031,Syphilitic endocarditis (disorder)
Disorder of cardiovascular system,134057,4108830,Atrial paroxysmal tachycardia,4108830,Paroxysmal atrial tachycardia (disorder)
Disorder of cardiovascular system,134057,4108830,Atrial paroxysmal tachycardia,4108830,PAT - Paroxysmal atrial tachycardia
Disorder of cardiovascular system,134057,4108830,Atrial paroxysmal tachycardia,4108830,Paroxysmal atrial tachycardia
Disorder of cardiovascular system,134057,4108830,Atrial paroxysmal tachycardia,4108830,PAT
Disorder of cardiovascular system,134057,4088351,Junctional premature complex,4088351,Junctional premature depolarization
Disorder of cardiovascular system,134057,4088351,Junctional premature complex,4088351,AV junctional (nodal) premature beats
Disorder of cardiovascular system,134057,4088351,Junctional premature complex,4088351,Junctional premature depolarisation
Disorder of cardiovascular system,134057,4088351,Junctional premature complex,4088351,Junctional premature complex (disorder)
Disorder of cardiovascular system,134057,4323898,Left ventricular cardiac dysfunction,4323898,Left ventricular cardiac dysfunction (disorder)
Disorder of cardiovascular system,134057,4134940,Injury to blood vessel of neck,4134940,Injury to blood vessel of neck (disorder)
Disorder of cardiovascular system,134057,75126,Injury of common femoral artery,75126,Common femoral artery injury
Disorder of cardiovascular system,134057,75126,Injury of common femoral artery,75126,Injury of common femoral artery (disorder)
Disorder of cardiovascular system,134057,4120092,Solitary pulmonary hypertension,4120092,Solitary pulmonary hypertension (disorder)
Disorder of cardiovascular system,134057,4120094,Chronic thromboembolic pulmonary hypertension,4120094,Thromboembolic pulmonary hypertension
Disorder of cardiovascular system,134057,4120094,Chronic thromboembolic pulmonary hypertension,4120094,Thromboembolic pulmonary hypertension (disorder)
Disorder of cardiovascular system,134057,4274969,Vertebral artery embolism,4274969,Vertebral artery embolus
Disorder of cardiovascular system,134057,4274969,Vertebral artery embolism,4274969,Vertebral artery embolism (disorder)
Disorder of cardiovascular system,134057,4145159,Hypoplasia of aorta,4145159,Hypoplasia of aorta (disorder)
Disorder of cardiovascular system,134057,4145159,Hypoplasia of aorta,4145159,Hypoplastic aorta syndrome
Disorder of cardiovascular system,134057,43530650,Menstrual status migrainosus,43530650,Menstrual status migrainosus (disorder)
Disorder of cardiovascular system,134057,435563,Acute and subacute infective endocarditis associated with another disorder,435563,Acute and subacute infective endocarditis associated with another disorder (disorder)
Disorder of cardiovascular system,134057,137613,Eclampsia in pregnancy,137613,Eclampsia - not delivered
Disorder of cardiovascular system,134057,137613,Eclampsia in pregnancy,137613,Eclampsia in pregnancy (disorder)
Disorder of cardiovascular system,134057,137613,Eclampsia in pregnancy,137613,Antepartum eclampsia
Disorder of cardiovascular system,134057,4071202,Neonatal hypertension,4071202,Neonatal hypertension (disorder)
Disorder of cardiovascular system,134057,45757788,Postpartum pregnancy-induced hypertension,45757788,Gestational hypertension after childbirth
Disorder of cardiovascular system,134057,45757788,Postpartum pregnancy-induced hypertension,45757788,Postpartum pregnancy-induced hypertension (disorder)
Disorder of cardiovascular system,134057,318537,Bulbus cordis and cardiac septal closure anomalies,318537,Bulbus cordis and cardiac septal closure anomalies (disorder)
Disorder of cardiovascular system,134057,315327,Maternal hypotension syndrome with antenatal problem,315327,Maternal hypotension syndrome with antenatal problem (disorder)
Disorder of cardiovascular system,134057,4110194,Middle cerebral artery syndrome,4110194,Middle cerebral artery syndrome (disorder)
Disorder of cardiovascular system,134057,4116486,Exercise-induced angina,4116486,Angina on effort
Disorder of cardiovascular system,134057,4116486,Exercise-induced angina,4116486,Angina of effort
Disorder of cardiovascular system,134057,4116486,Exercise-induced angina,4116486,Exertional angina
Disorder of cardiovascular system,134057,4116486,Exercise-induced angina,4116486,Exercise-induced angina (disorder)
Disorder of cardiovascular system,134057,4213824,Hypoplasia of right heart,4213824,Hypoplasia of right heart (disorder)
Disorder of cardiovascular system,134057,4119617,Carotid artery rupture,4119617,Carotid artery rupture (disorder)
Disorder of cardiovascular system,134057,437892,Lown-Ganong-Levine syndrome,437892,Lown-Ganong-Levine syndrome (disorder)
Disorder of cardiovascular system,134057,437892,Lown-Ganong-Levine syndrome,437892,"Syndrome of short P-R interval, normal QRS complexes AND supraventricular tachycardias"
Disorder of cardiovascular system,134057,437892,Lown-Ganong-Levine syndrome,437892,Lown Ganong Levine syndrome
Disorder of cardiovascular system,134057,43531605,Occlusion of cerebral artery with stroke,43531605,Occlusion of cerebral artery with stroke (disorder)
Disorder of cardiovascular system,134057,4108952,Subarachnoid hemorrhage from carotid siphon and bifurcation,4108952,Subarachnoid hemorrhage from carotid siphon and bifurcation (disorder)
Disorder of cardiovascular system,134057,4108952,Subarachnoid hemorrhage from carotid siphon and bifurcation,4108952,Subarachnoid haemorrhage from carotid siphon and bifurcation
Disorder of cardiovascular system,134057,4125005,Prosthetic cardiac paravalvular leak,4125005,Prosthetic cardiac paravalvular leak (disorder)
Disorder of cardiovascular system,134057,4125005,Prosthetic cardiac paravalvular leak,4125005,PPVL - Prosthetic paravalvular leak
Disorder of cardiovascular system,134057,4125005,Prosthetic cardiac paravalvular leak,4125005,Prosthetic paravalvar leak
Disorder of cardiovascular system,134057,4125005,Prosthetic cardiac paravalvular leak,4125005,PVL - Paravalvular leak
Disorder of cardiovascular system,134057,4145158,Right hypoplastic heart syndrome,4145158,Right hypoplastic heart syndrome (disorder)
Disorder of cardiovascular system,134057,4145158,Right hypoplastic heart syndrome,4145158,Pseudotruncus arteriosus
Disorder of cardiovascular system,134057,316494,Cerebrovascular disorder in the puerperium,316494,Cerebrovascular disorder in the puerperium (disorder)
Disorder of cardiovascular system,134057,4229440,Chronic congestive heart failure,4229440,Chronic congestive heart failure (disorder)
Disorder of cardiovascular system,134057,194417,Hepatic infarction,194417,Infarct of liver
Disorder of cardiovascular system,134057,194417,Hepatic infarction,194417,Hepatic infarction (disorder)
Disorder of cardiovascular system,134057,194417,Hepatic infarction,194417,Infarction of liver
Disorder of cardiovascular system,134057,4111414,Non-rheumatic tricuspid valve stenosis with insufficiency,4111414,Non-rheumatic tricuspid valve stenosis with insufficiency (disorder)
Disorder of cardiovascular system,134057,444389,Mycotic endocarditis,444389,Mycotic endocarditis (disorder)
Disorder of cardiovascular system,134057,444389,Mycotic endocarditis,444389,Fungal endocarditis
Disorder of cardiovascular system,134057,4110197,Occlusion and stenosis of multiple and bilateral cerebral arteries,4110197,Occlusion and stenosis of multiple and bilateral cerebral arteries (disorder)
Disorder of cardiovascular system,134057,4310996,Ischemic stroke,4310996,Ischemic stroke (disorder)
Disorder of cardiovascular system,134057,4310996,Ischemic stroke,4310996,Ischaemic stroke
Disorder of cardiovascular system,134057,4238191,Transient ischemia,4238191,Transient ischaemia
Disorder of cardiovascular system,134057,4238191,Transient ischemia,4238191,Transient ischemia (disorder)
Disorder of cardiovascular system,134057,46271459,Atherosclerosis of bypass graft of lower limb,46271459,Atherosclerosis of bypass graft of lower limb (disorder)
Disorder of cardiovascular system,134057,4111861,Phlebitis of popliteal vein,4111861,Phlebitis of popliteal vein (disorder)
Disorder of cardiovascular system,134057,4108218,Subsequent myocardial infarction of inferior wall,4108218,Subsequent myocardial infarction of inferior wall (disorder)
Disorder of cardiovascular system,134057,45766216,Arteriovenous malformation of limb,45766216,Arteriovenous malformation of limb (disorder)
Disorder of cardiovascular system,134057,4062552,"Pre-existing hypertensive heart disease complicating pregnancy, childbirth and the puerperium",4062552,"Pre-existing hypertensive heart disease complicating pregnancy, childbirth and the puerperium (disorder)"
Disorder of cardiovascular system,134057,4172864,Neonatal cardiac failure,4172864,Neonatal cardiac failure (disorder)
Disorder of cardiovascular system,134057,4172864,Neonatal cardiac failure,4172864,Cardiac failure developing in the perinatal period
Disorder of cardiovascular system,134057,4318800,Congenital anomaly of vena cava,4318800,Congenital anomaly of vena cava (disorder)
Disorder of cardiovascular system,134057,193210,Transient ischemic deafness,193210,Transient ischemic deafness (disorder)
Disorder of cardiovascular system,134057,193210,Transient ischemic deafness,193210,Transient ischaemic deafness
Disorder of cardiovascular system,134057,4129783,Spinal arteriovenous malformation,4129783,Spinal arteriovenous malformation (disorder)
Disorder of cardiovascular system,134057,4129783,Spinal arteriovenous malformation,4129783,AVM - Spinal arteriovenous malformation
Disorder of cardiovascular system,134057,4006294,Basilar artery embolism,4006294,Basilar artery embolism (disorder)
Disorder of cardiovascular system,134057,433415,Candidal endocarditis,433415,Candidal endocarditis (disorder)
Disorder of cardiovascular system,134057,4145607,Injury of radial artery,4145607,Injury of radial artery (disorder)
Disorder of cardiovascular system,134057,4108677,Subsequent myocardial infarction of anterior wall,4108677,Subsequent myocardial infarction of anterior wall (disorder)
Disorder of cardiovascular system,134057,4050542,Renal blood vessel injury,4050542,Renal blood vessel injury (disorder)
Disorder of cardiovascular system,134057,4290427,Congenital anomaly of superior vena cava,4290427,SCV - Superior caval vein abnormality
Disorder of cardiovascular system,134057,4290427,Congenital anomaly of superior vena cava,4290427,SVC - Superior vena cava abnormality
Disorder of cardiovascular system,134057,4290427,Congenital anomaly of superior vena cava,4290427,Superior vena cava abnormality
Disorder of cardiovascular system,134057,4290427,Congenital anomaly of superior vena cava,4290427,Superior caval vein abnormality
Disorder of cardiovascular system,134057,4290427,Congenital anomaly of superior vena cava,4290427,Congenital anomaly of superior vena cava (disorder)
Disorder of cardiovascular system,134057,439130,Subgaleal hemorrhage,439130,Epicranial subaponeurotic hemorrhage (disorder)
Disorder of cardiovascular system,134057,439130,Subgaleal hemorrhage,439130,Subaponeurotic haemorrhage
Disorder of cardiovascular system,134057,439130,Subgaleal hemorrhage,439130,Epicranial subaponeurotic haemorrhage
Disorder of cardiovascular system,134057,439130,Subgaleal hemorrhage,439130,Subgaleal haemorrhage
Disorder of cardiovascular system,134057,439130,Subgaleal hemorrhage,439130,Epicranial subaponeurotic hemorrhage
Disorder of cardiovascular system,134057,439130,Subgaleal hemorrhage,439130,Subaponeurotic hemorrhage
Disorder of cardiovascular system,134057,4209293,Systolic hypertension,4209293,Systolic hypertension (disorder)
Disorder of cardiovascular system,134057,4121341,Diffuse cerebrovascular disease,4121341,Diffuse cerebrovascular disease (disorder)
Disorder of cardiovascular system,134057,195400,Injury of renal vessels,195400,Injury of renal vessels (disorder)
Disorder of cardiovascular system,134057,45773220,Reversible cerebral vasoconstriction syndrome,45773220,Reversible cerebral vasoconstriction syndrome (disorder)
Disorder of cardiovascular system,134057,43020882,Infective endocarditis of aortic valve,43020882,Infective endocarditis of aortic valve (disorder)
Disorder of cardiovascular system,134057,43020882,Infective endocarditis of aortic valve,43020882,Infectious endocarditis of aortic valve
Disorder of cardiovascular system,134057,320745,Acute myocarditis associated with another disorder,320745,Acute myocarditis associated with another disorder (disorder)
Disorder of cardiovascular system,134057,4033864,Livedoid vasculitis,4033864,White atrophy
Disorder of cardiovascular system,134057,4033864,Livedoid vasculitis,4033864,Idiopathic atrophic blanche
Disorder of cardiovascular system,134057,4033864,Livedoid vasculitis,4033864,Livedoid vasculitis (disorder)
Disorder of cardiovascular system,134057,4033864,Livedoid vasculitis,4033864,Atrophie blanche
Disorder of cardiovascular system,134057,4310665,Phlebitis of portal vein,4310665,Pylephlebitis
Disorder of cardiovascular system,134057,4310665,Phlebitis of portal vein,4310665,Phlebitis of portal vein (disorder)
Disorder of cardiovascular system,134057,4310665,Phlebitis of portal vein,4310665,Portal phlebitis
Disorder of cardiovascular system,134057,432335,Aneurysm of subclavian artery,432335,Subclavian artery aneurysm
Disorder of cardiovascular system,134057,432335,Aneurysm of subclavian artery,432335,Aneurysm of subclavian artery (disorder)
Disorder of cardiovascular system,134057,4221265,Endomyocardial disease,4221265,Endomyocardial disease (disorder)
Disorder of cardiovascular system,134057,317669,Cardiac arrest in fetus OR newborn,317669,Cardiac arrest in foetus OR newborn
Disorder of cardiovascular system,134057,317669,Cardiac arrest in fetus OR newborn,317669,Cardiac arrest in fetus OR newborn (disorder)
Disorder of cardiovascular system,134057,4111716,Occlusion and stenosis of anterior cerebral artery,4111716,Occlusion and stenosis of anterior cerebral artery (disorder)
Disorder of cardiovascular system,134057,4106274,Neonatal cardiac arrest,4106274,Neonatal cardiac arrest (disorder)
Disorder of cardiovascular system,134057,141639,Transient hypertension of pregnancy - delivered with postnatal complication,141639,Transient hypertension of pregnancy - delivered with postnatal complication (disorder)
Disorder of cardiovascular system,134057,40489827,Traumatic injury of mesenteric artery,40489827,Traumatic injury of mesenteric artery (disorder)
Disorder of cardiovascular system,134057,40483833,Calcification of coronary artery,40483833,Calcification of coronary artery (disorder)
Disorder of cardiovascular system,134057,45757557,Cardiomyopathy due to viral infection,45757557,Cardiomyopathy due to viral infection (disorder)
Disorder of cardiovascular system,134057,4087608,Viral carditis,4087608,Viral carditis (disorder)
Disorder of cardiovascular system,134057,4233424,Acute right-sided heart failure,4233424,Acute right-sided heart failure (disorder)
Disorder of cardiovascular system,134057,4023479,Acute congestive heart failure,4023479,Acute congestive heart failure (disorder)
Disorder of cardiovascular system,134057,379778,Multi-infarct dementia,379778,VAD - Vascular dementia
Disorder of cardiovascular system,134057,379778,Multi-infarct dementia,379778,Multi-infarct dementia (disorder)
Disorder of cardiovascular system,134057,379778,Multi-infarct dementia,379778,MID - Multi-infarct dementia
Disorder of cardiovascular system,134057,379778,Multi-infarct dementia,379778,Arteriosclerotic dementia
Disorder of cardiovascular system,134057,379778,Multi-infarct dementia,379778,Multi infarct dementia
Disorder of cardiovascular system,134057,4302770,Postcardiotomy syndrome,4302770,Postcardiotomy syndrome - postoperative
Disorder of cardiovascular system,134057,4302770,Postcardiotomy syndrome,4302770,Postcardiotomy syndrome (disorder)
Disorder of cardiovascular system,134057,44782442,Atrial fibrillation with rapid ventricular response,44782442,Atrial fibrillation with rapid ventricular response (disorder)
Disorder of cardiovascular system,134057,200881,Injury of iliac artery,200881,Injury of iliac artery (disorder)
Disorder of cardiovascular system,134057,200881,Injury of iliac artery,200881,Iliac artery injury
Disorder of cardiovascular system,134057,44782560,Idiopathic pulmonary arterial hypertension,44782560,Idiopathic pulmonary arterial hypertension (disorder)
Disorder of cardiovascular system,134057,4219010,"Juvenile myopathy, encephalopathy, lactic acidosis AND stroke",4219010,"Mitochondrial myopathy, encephalopathy, lactic acidosis and stroke-like episodes"
Disorder of cardiovascular system,134057,4219010,"Juvenile myopathy, encephalopathy, lactic acidosis AND stroke",4219010,"MELAS - Mitochondrial encephalopathy, lactic acidosis and stroke-like episodes"
Disorder of cardiovascular system,134057,4219010,"Juvenile myopathy, encephalopathy, lactic acidosis AND stroke",4219010,"MELAS - Mitochondrial myopathy, encephalopathy, lactic acidosis and stroke-like episodes"
Disorder of cardiovascular system,134057,4219010,"Juvenile myopathy, encephalopathy, lactic acidosis AND stroke",4219010,"Juvenile myopathy, encephalopathy, lactic acidosis AND stroke (disorder)"
Disorder of cardiovascular system,134057,4219010,"Juvenile myopathy, encephalopathy, lactic acidosis AND stroke",4219010,MELAS
