general_ancestor_concept_name,general_ancestor_concept_id,descendant_concept_id,concept_name
Disorder of cardiovascular system,134057,44783643,Intermittent hypertension
Disorder of cardiovascular system,134057,439133,Congenital anomaly of blood vessel of upper limb
Disorder of cardiovascular system,134057,40480274,Nonsustained ventricular tachycardia
Disorder of cardiovascular system,134057,4030365,Vascular calcification
Disorder of cardiovascular system,134057,436031,Syphilitic endocarditis
Disorder of cardiovascular system,134057,4108830,Atrial paroxysmal tachycardia
Disorder of cardiovascular system,134057,4088351,Junctional premature complex
Disorder of cardiovascular system,134057,4323898,Left ventricular cardiac dysfunction
Disorder of cardiovascular system,134057,4134940,Injury to blood vessel of neck
Disorder of cardiovascular system,134057,75126,Injury of common femoral artery
Disorder of cardiovascular system,134057,4120092,Solitary pulmonary hypertension
Disorder of cardiovascular system,134057,4120094,Chronic thromboembolic pulmonary hypertension
Disorder of cardiovascular system,134057,4274969,Vertebral artery embolism
Disorder of cardiovascular system,134057,4145159,Hypoplasia of aorta
Disorder of cardiovascular system,134057,43530650,Menstrual status migrainosus
Disorder of cardiovascular system,134057,435563,Acute and subacute infective endocarditis associated with another disorder
Disorder of cardiovascular system,134057,137613,Eclampsia in pregnancy
Disorder of cardiovascular system,134057,4071202,Neonatal hypertension
Disorder of cardiovascular system,134057,45757788,Postpartum pregnancy-induced hypertension
Disorder of cardiovascular system,134057,318537,Bulbus cordis and cardiac septal closure anomalies
Disorder of cardiovascular system,134057,315327,Maternal hypotension syndrome with antenatal problem
Disorder of cardiovascular system,134057,4110194,Middle cerebral artery syndrome
Disorder of cardiovascular system,134057,4116486,Exercise-induced angina
Disorder of cardiovascular system,134057,4213824,Hypoplasia of right heart
Disorder of cardiovascular system,134057,4119617,Carotid artery rupture
Disorder of cardiovascular system,134057,437892,Lown-Ganong-Levine syndrome
Disorder of cardiovascular system,134057,43531605,Occlusion of cerebral artery with stroke
Disorder of cardiovascular system,134057,4108952,Subarachnoid hemorrhage from carotid siphon and bifurcation
Disorder of cardiovascular system,134057,4125005,Prosthetic cardiac paravalvular leak
Disorder of cardiovascular system,134057,4145158,Right hypoplastic heart syndrome
Disorder of cardiovascular system,134057,316494,Cerebrovascular disorder in the puerperium
Disorder of cardiovascular system,134057,4229440,Chronic congestive heart failure
Disorder of cardiovascular system,134057,194417,Hepatic infarction
Disorder of cardiovascular system,134057,4111414,Non-rheumatic tricuspid valve stenosis with insufficiency
Disorder of cardiovascular system,134057,444389,Mycotic endocarditis
Disorder of cardiovascular system,134057,4110197,Occlusion and stenosis of multiple and bilateral cerebral arteries
Disorder of cardiovascular system,134057,4310996,Ischemic stroke
Disorder of cardiovascular system,134057,4238191,Transient ischemia
Disorder of cardiovascular system,134057,46271459,Atherosclerosis of bypass graft of lower limb
Disorder of cardiovascular system,134057,4111861,Phlebitis of popliteal vein
Disorder of cardiovascular system,134057,4108218,Subsequent myocardial infarction of inferior wall
Disorder of cardiovascular system,134057,45766216,Arteriovenous malformation of limb
Disorder of cardiovascular system,134057,4062552,"Pre-existing hypertensive heart disease complicating pregnancy, childbirth and the puerperium"
Disorder of cardiovascular system,134057,4172864,Neonatal cardiac failure
Disorder of cardiovascular system,134057,4318800,Congenital anomaly of vena cava
Disorder of cardiovascular system,134057,193210,Transient ischemic deafness
Disorder of cardiovascular system,134057,4129783,Spinal arteriovenous malformation
Disorder of cardiovascular system,134057,4006294,Basilar artery embolism
Disorder of cardiovascular system,134057,433415,Candidal endocarditis
Disorder of cardiovascular system,134057,4145607,Injury of radial artery
Disorder of cardiovascular system,134057,4108677,Subsequent myocardial infarction of anterior wall
Disorder of cardiovascular system,134057,4050542,Renal blood vessel injury
Disorder of cardiovascular system,134057,4290427,Congenital anomaly of superior vena cava
Disorder of cardiovascular system,134057,439130,Subgaleal hemorrhage
Disorder of cardiovascular system,134057,4209293,Systolic hypertension
Disorder of cardiovascular system,134057,4121341,Diffuse cerebrovascular disease
Disorder of cardiovascular system,134057,195400,Injury of renal vessels
Disorder of cardiovascular system,134057,45773220,Reversible cerebral vasoconstriction syndrome
Disorder of cardiovascular system,134057,43020882,Infective endocarditis of aortic valve
Disorder of cardiovascular system,134057,320745,Acute myocarditis associated with another disorder
Disorder of cardiovascular system,134057,4033864,Livedoid vasculitis
Disorder of cardiovascular system,134057,4310665,Phlebitis of portal vein
Disorder of cardiovascular system,134057,432335,Aneurysm of subclavian artery
Disorder of cardiovascular system,134057,4221265,Endomyocardial disease
Disorder of cardiovascular system,134057,317669,Cardiac arrest in fetus OR newborn
Disorder of cardiovascular system,134057,4111716,Occlusion and stenosis of anterior cerebral artery
Disorder of cardiovascular system,134057,4106274,Neonatal cardiac arrest
Disorder of cardiovascular system,134057,141639,Transient hypertension of pregnancy - delivered with postnatal complication
Disorder of cardiovascular system,134057,40489827,Traumatic injury of mesenteric artery
Disorder of cardiovascular system,134057,40483833,Calcification of coronary artery
Disorder of cardiovascular system,134057,45757557,Cardiomyopathy due to viral infection
Disorder of cardiovascular system,134057,4087608,Viral carditis
Disorder of cardiovascular system,134057,4233424,Acute right-sided heart failure
Disorder of cardiovascular system,134057,4023479,Acute congestive heart failure
Disorder of cardiovascular system,134057,379778,Multi-infarct dementia
Disorder of cardiovascular system,134057,4302770,Postcardiotomy syndrome
Disorder of cardiovascular system,134057,44782442,Atrial fibrillation with rapid ventricular response
Disorder of cardiovascular system,134057,200881,Injury of iliac artery
Disorder of cardiovascular system,134057,44782560,Idiopathic pulmonary arterial hypertension
Disorder of cardiovascular system,134057,4219010,"Juvenile myopathy, encephalopathy, lactic acidosis AND stroke"
Disorder of cardiovascular system,134057,4253363,Wolff-Parkinson-White pattern
Disorder of cardiovascular system,134057,43020497,Right carotid artery occlusion
Disorder of cardiovascular system,134057,4163372,Congenital dilatation of aorta
Disorder of cardiovascular system,134057,43020496,Left carotid artery occlusion
Disorder of cardiovascular system,134057,4339544,Rheumatic tricuspid valve stenosis
Disorder of cardiovascular system,134057,317000,Kyphoscoliotic heart disease
Disorder of cardiovascular system,134057,44782754,Chronic thrombosis of superficial vein of upper extremity
Disorder of cardiovascular system,134057,37398951,Cardiac arrest during surgery
Disorder of cardiovascular system,134057,439077,Severe pre-eclampsia - delivered with postnatal complication
Disorder of cardiovascular system,134057,320737,Hyperkinetic heart disease
Disorder of cardiovascular system,134057,4181182,Chronic adhesive pericarditis
Disorder of cardiovascular system,134057,4057039,Fat embolism
Disorder of cardiovascular system,134057,441108,Cor triatriatum
Disorder of cardiovascular system,134057,4055720,Vascular hemostatic disease
Disorder of cardiovascular system,134057,438259,Umbilical hemorrhage after birth
Disorder of cardiovascular system,134057,4254116,Tachycardia-bradycardia
Disorder of cardiovascular system,134057,443408,Upper limb arterial embolus
Disorder of cardiovascular system,134057,4153352,Embolic stroke
Disorder of cardiovascular system,134057,198467,Acute gastric ulcer with hemorrhage and obstruction
Disorder of cardiovascular system,134057,4096625,Injury of vertebral artery
Disorder of cardiovascular system,134057,200907,Air embolism as a complication of medical care
Disorder of cardiovascular system,134057,4309332,Cardiac arrest as a complication of care
Disorder of cardiovascular system,134057,4202511,Senile purpura
Disorder of cardiovascular system,134057,4149044,Injury of ulnar artery
Disorder of cardiovascular system,134057,4124868,Venous laceration
Disorder of cardiovascular system,134057,4100136,Left atrial abnormality
Disorder of cardiovascular system,134057,442070,Maternal hypotension syndrome - delivered
Disorder of cardiovascular system,134057,4317291,Cerebellar artery occlusion
Disorder of cardiovascular system,134057,137974,Abnormal fetal heart beat noted before labor in liveborn infant
Disorder of cardiovascular system,134057,4317966,Ophthalmic migraine
Disorder of cardiovascular system,134057,4112024,Occlusion and stenosis of cerebellar arteries
Disorder of cardiovascular system,134057,4146580,Paroxysmal atrial flutter
Disorder of cardiovascular system,134057,45757356,Pre-existing hypertensive chronic kidney disease in mother complicating pregnancy
Disorder of cardiovascular system,134057,4299783,Suppurative phlebitis
Disorder of cardiovascular system,134057,192670,Portal pyemia
Disorder of cardiovascular system,134057,4198141,Post infarct angina
Disorder of cardiovascular system,134057,73085,Injury of superficial femoral artery
Disorder of cardiovascular system,134057,4097984,Coarctation of pulmonary artery
Disorder of cardiovascular system,134057,43022066,Left atrial enlargement
Disorder of cardiovascular system,134057,4055472,Axillary blood vessel injury
Disorder of cardiovascular system,134057,315881,Vascular lesion of cord
Disorder of cardiovascular system,134057,4059604,Renal artery hemorrhage
Disorder of cardiovascular system,134057,4141501,Simple varicose veins
Disorder of cardiovascular system,134057,37016889,Dissection of renal artery
Disorder of cardiovascular system,134057,4005907,Injury of brachial artery
Disorder of cardiovascular system,134057,4291592,Capillary hemangioma
Disorder of cardiovascular system,134057,321586,Acute rheumatic pericarditis
Disorder of cardiovascular system,134057,4052200,Portal system vein injury
Disorder of cardiovascular system,134057,4105620,Complicated migraine
Disorder of cardiovascular system,134057,762725,"Ophthalmoplegic migraine, refractory"
Disorder of cardiovascular system,134057,321307,Chronic rheumatic pericarditis
Disorder of cardiovascular system,134057,201885,Chronic gastric ulcer with hemorrhage and with obstruction
Disorder of cardiovascular system,134057,46269837,Gastric hemorrhage due to chronic superficial gastritis
Disorder of cardiovascular system,134057,438024,Injury of tibial blood vessel
Disorder of cardiovascular system,134057,4149832,Bypass graft mechanical complications
Disorder of cardiovascular system,134057,4247079,Hemangioma of liver
Disorder of cardiovascular system,134057,315013,Congenital cardiovascular disorder during pregnancy - baby delivered
Disorder of cardiovascular system,134057,317296,Rheumatic disease of pulmonary valve
Disorder of cardiovascular system,134057,443873,Obstetrical air embolism
Disorder of cardiovascular system,134057,4145696,Ischemic congestive cardiomyopathy
Disorder of cardiovascular system,134057,437149,Injury of femoral vein
Disorder of cardiovascular system,134057,439190,Injury of internal carotid artery
Disorder of cardiovascular system,134057,4241473,Phlebitis of tibial vein
Disorder of cardiovascular system,134057,4159659,Postural orthostatic tachycardia syndrome
Disorder of cardiovascular system,134057,194807,Injury of inferior vena cava
Disorder of cardiovascular system,134057,4114011,Subclavian artery stenosis
Disorder of cardiovascular system,134057,4318843,Renal artery embolism
Disorder of cardiovascular system,134057,4180026,Vertebral artery aneurysm
Disorder of cardiovascular system,134057,4231274,Viral myocarditis
Disorder of cardiovascular system,134057,4143969,Isolated (Fiedler's) myocarditis
Disorder of cardiovascular system,134057,40491866,Traumatic injury of celiac artery
Disorder of cardiovascular system,134057,4294834,Choroidal retinal neovascularization
Disorder of cardiovascular system,134057,4047088,Left ventricular systolic dysfunction
Disorder of cardiovascular system,134057,36715711,Anterior cord syndrome of thoracic spinal cord
Disorder of cardiovascular system,134057,4121617,Cardiac transplant failure
Disorder of cardiovascular system,134057,197151,Injury of abdominal aorta
Disorder of cardiovascular system,134057,4212798,Left ventricular diastolic dysfunction
Disorder of cardiovascular system,134057,313829,Maternal hypotension syndrome - delivered with postnatal problem
Disorder of cardiovascular system,134057,4119942,Stable angina
Disorder of cardiovascular system,134057,381118,Congenital vascular anomaly of eye
Disorder of cardiovascular system,134057,438608,Injury of axillary artery
Disorder of cardiovascular system,134057,4070523,Massive subgaleal hemorrhage due to birth trauma
Disorder of cardiovascular system,134057,198016,Injury of multiple blood vessels of head AND/OR neck
Disorder of cardiovascular system,134057,4111857,Spider nevus
Disorder of cardiovascular system,134057,195124,Injury of celiac AND/OR mesenteric arteries
Disorder of cardiovascular system,134057,4195785,Right heart failure secondary to left heart failure
Disorder of cardiovascular system,134057,4162674,Restrictive cardiomyopathy with endomyocardial fibrosis
Disorder of cardiovascular system,134057,4049043,Neonatal cerebral ischemia
Disorder of cardiovascular system,134057,380126,Rheumatic chorea with heart involvement
Disorder of cardiovascular system,134057,4167358,Diastolic hypertension
Disorder of cardiovascular system,134057,44783644,Labile hypertension due to being in a clinical environment
Disorder of cardiovascular system,134057,37116419,Myopic choroidal neovascularization
Disorder of cardiovascular system,134057,4085405,Congenital arterial aneurysm
Disorder of cardiovascular system,134057,4019713,"Heart injury, open"
Disorder of cardiovascular system,134057,80576,Injury of iliac vein
Disorder of cardiovascular system,134057,4095550,Laceration of heart
Disorder of cardiovascular system,134057,321578,Acute rheumatic myocarditis
Disorder of cardiovascular system,134057,320456,"Benign essential hypertension complicating pregnancy, childbirth and the puerperium - delivered with postnatal complication"
Disorder of cardiovascular system,134057,46273369,Endocarditis due to systemic lupus erythematosus
Disorder of cardiovascular system,134057,441649,Antenatal deep vein thrombosis - delivered
Disorder of cardiovascular system,134057,43020459,Mechanical breakdown of prosthetic heart valve
Disorder of cardiovascular system,134057,4211532,Strawberry nevus of skin
Disorder of cardiovascular system,134057,36715646,Anterior cord syndrome of cervical spinal cord
Disorder of cardiovascular system,134057,432937,Rupture of papillary muscle
Disorder of cardiovascular system,134057,4155963,Atypical angina
Disorder of cardiovascular system,134057,192767,Injury of renal artery
Disorder of cardiovascular system,134057,43020498,Left carotid artery stenosis
Disorder of cardiovascular system,134057,4171193,Idioventricular rhythm
Disorder of cardiovascular system,134057,4108085,Rheumatic tricuspid stenosis and insufficiency
Disorder of cardiovascular system,134057,4289908,Viral pericarditis
Disorder of cardiovascular system,134057,4143293,Superficial thrombophlebitis in puerperium
Disorder of cardiovascular system,134057,4061819,Aortopulmonary window
Disorder of cardiovascular system,134057,4217221,Nodal rhythm disorder
Disorder of cardiovascular system,134057,43021859,Right carotid artery stenosis
Disorder of cardiovascular system,134057,435616,Amniotic fluid embolism
Disorder of cardiovascular system,134057,313272,Puerperal cerebrovascular disorder with antenatal complication
Disorder of cardiovascular system,134057,440572,Injury of posterior tibial artery
Disorder of cardiovascular system,134057,4008580,Ventricular bigeminy
Disorder of cardiovascular system,134057,4146460,Superficial thrombophlebitis in pregnancy
Disorder of cardiovascular system,134057,438172,Atrial septal defect due to and following acute myocardial infarction
Disorder of cardiovascular system,134057,4100880,Mitral leaflet abnormality
Disorder of cardiovascular system,134057,4340375,Focal segmental ischemia of small intestine
Disorder of cardiovascular system,134057,4110164,Injury of vein of upper limb
Disorder of cardiovascular system,134057,321502,Chagas' disease with heart involvement
Disorder of cardiovascular system,134057,444251,"Rubella in mother complicating pregnancy, childbirth AND/OR puerperium"
Disorder of cardiovascular system,134057,4124836,Peripheral ischemia
Disorder of cardiovascular system,134057,4199306,Transient hypertension
Disorder of cardiovascular system,134057,4108819,Pulmonary valve stenosis with insufficiency
Disorder of cardiovascular system,134057,74808,Injury of saphenous vein
Disorder of cardiovascular system,134057,313833,Puerperal cerebrovascular disorder with postnatal complication
Disorder of cardiovascular system,134057,4121646,Genital varices in pregnancy
Disorder of cardiovascular system,134057,4108678,Hemopericardium due to and following acute myocardial infarction
Disorder of cardiovascular system,134057,440260,Pulmonary blood vessel injury
Disorder of cardiovascular system,134057,4050547,Injury of radial artery at wrist and hand level
Disorder of cardiovascular system,134057,4124841,Aortic bifurcation syndrome
Disorder of cardiovascular system,134057,4120088,Cardiac arrest with successful resuscitation
Disorder of cardiovascular system,134057,4164083,Ectopic rhythm
Disorder of cardiovascular system,134057,4120801,Capillary malformation
Disorder of cardiovascular system,134057,45766087,Non-rheumatic pulmonary valve stenosis with regurgitation
Disorder of cardiovascular system,134057,4052209,Injury of ulnar artery at wrist and hand level
Disorder of cardiovascular system,134057,4121647,Venous stenosis
Disorder of cardiovascular system,134057,437152,Injury of anterior tibial artery
Disorder of cardiovascular system,134057,40480555,Deep venous thrombosis of peroneal vein
Disorder of cardiovascular system,134057,4018366,"Heart injury, closed"
Disorder of cardiovascular system,134057,320563,Injury of heart without open wound into thorax
Disorder of cardiovascular system,134057,201730,Air embolism as early complication of trauma
Disorder of cardiovascular system,134057,4110195,Posterior cerebral artery syndrome
Disorder of cardiovascular system,134057,4038688,AV junctional rhythm
Disorder of cardiovascular system,134057,4111708,Subarachnoid hemorrhage from vertebral artery
Disorder of cardiovascular system,134057,4164218,Rubella in pregnancy
Disorder of cardiovascular system,134057,320888,Injury of internal jugular vein
Disorder of cardiovascular system,134057,37016885,Dissection of artery of lower limb
Disorder of cardiovascular system,134057,136760,Transient hypertension of pregnancy - not delivered
Disorder of cardiovascular system,134057,434224,Injury of popliteal vein
Disorder of cardiovascular system,134057,439296,Vertebral artery occlusion
Disorder of cardiovascular system,134057,4056457,Injury of blood vessels at forearm level
Disorder of cardiovascular system,134057,196438,Acquired arteriovenous fistula of liver
Disorder of cardiovascular system,134057,320646,Syphilitic aneurysm of aorta
Disorder of cardiovascular system,134057,4199501,Rapid atrial fibrillation
Disorder of cardiovascular system,134057,43020443,Limb ischemia
Disorder of cardiovascular system,134057,4005616,Arteriovenous malformation of precerebral vessels
Disorder of cardiovascular system,134057,316280,Fat embolism as early complication of trauma
Disorder of cardiovascular system,134057,4056460,Injury of blood vessel(s) of thumb
Disorder of cardiovascular system,134057,4242670,Calcific coronary arteriosclerosis
Disorder of cardiovascular system,134057,4153293,Congenital renal artery stenosis
Disorder of cardiovascular system,134057,443878,Injury of superior mesenteric artery
Disorder of cardiovascular system,134057,4277276,Veno-occlusive disease of the liver
Disorder of cardiovascular system,134057,4215140,Acute coronary syndrome
Disorder of cardiovascular system,134057,441443,Injury of superior vena cava
Disorder of cardiovascular system,134057,4221281,Atrial dilatation
Disorder of cardiovascular system,134057,40484120,Small vessel cerebrovascular disease
Disorder of cardiovascular system,134057,4084545,Fistula of artery
Disorder of cardiovascular system,134057,4198624,Fetal cardiovascular disorder
Disorder of cardiovascular system,134057,4200113,Non-Q wave myocardial infarction
Disorder of cardiovascular system,134057,320127,Bacterial myocarditis
Disorder of cardiovascular system,134057,42710054,Thrombophlebitis of superficial veins of lower leg
Disorder of cardiovascular system,134057,4108360,Anterior cerebral artery syndrome
Disorder of cardiovascular system,134057,4044232,Migraine aura without headache
Disorder of cardiovascular system,134057,380423,Vertebral artery stenosis
Disorder of cardiovascular system,134057,438903,Injury of external jugular vein
Disorder of cardiovascular system,134057,4301602,Thrombotic thrombocytopenic purpura
Disorder of cardiovascular system,134057,4091708,Pulmonary air embolism
Disorder of cardiovascular system,134057,4322893,Hypertensive left ventricular hypertrophy
Disorder of cardiovascular system,134057,442055,Obstetric air pulmonary embolism
Disorder of cardiovascular system,134057,4121467,Old inferior myocardial infarction
Disorder of cardiovascular system,134057,4102846,Isomerism of atrial appendages
Disorder of cardiovascular system,134057,321367,Vascular lesions of cord - delivered
Disorder of cardiovascular system,134057,4167993,Aneurysm of popliteal artery
Disorder of cardiovascular system,134057,194704,Miscarriage complicated by embolism
Disorder of cardiovascular system,134057,439177,Laceration of heart with penetration of heart chambers
Disorder of cardiovascular system,134057,4235812,Septic thrombophlebitis
Disorder of cardiovascular system,134057,4231816,Mesenteric artery stenosis
Disorder of cardiovascular system,134057,4334638,Fetal heart disorder
Disorder of cardiovascular system,134057,4119953,Post-infarction ventricular septal defect
Disorder of cardiovascular system,134057,4119612,Lower limb ischemia
Disorder of cardiovascular system,134057,441046,Sublingual varices
Disorder of cardiovascular system,134057,4110112,Congenital vascular nevus
Disorder of cardiovascular system,134057,316631,Coxsackie carditis
Disorder of cardiovascular system,134057,4108822,Primary dilated cardiomyopathy
Disorder of cardiovascular system,134057,4258998,Persistent sinus bradycardia
Disorder of cardiovascular system,134057,438881,Closed fracture of C1-C4 level with anterior cord syndrome
Disorder of cardiovascular system,134057,45768439,Acute pulmonary embolism
Disorder of cardiovascular system,134057,4219552,Port-wine stain of skin
Disorder of cardiovascular system,134057,4159755,Labile essential hypertension
Disorder of cardiovascular system,134057,43020493,Atherosclerosis of right carotid artery
Disorder of cardiovascular system,134057,4019341,Injury of heart with hemopericardium
Disorder of cardiovascular system,134057,4030425,Atherosclerotic occlusive disease
Disorder of cardiovascular system,134057,43020912,Congenital abnormality of supraaortic branch of thoracic aorta
Disorder of cardiovascular system,134057,4111700,Ventricular fibrillation and flutter
Disorder of cardiovascular system,134057,43021851,Atherosclerosis of left carotid artery
Disorder of cardiovascular system,134057,4110336,Anterior spinal and vertebral artery compression syndromes
Disorder of cardiovascular system,134057,4056453,Injury of superficial palmar arch
Disorder of cardiovascular system,134057,4050680,Injury of blood vessels at ankle and foot level
Disorder of cardiovascular system,134057,197153,Injury of splenic artery
Disorder of cardiovascular system,134057,436277,Injury of common carotid artery
Disorder of cardiovascular system,134057,4108679,Rupture of cardiac wall without hemopericardium as current complication following acute myocardial infarction
Disorder of cardiovascular system,134057,4056454,Injury of deep palmar arch
Disorder of cardiovascular system,134057,4259275,Thrombosis of penis
Disorder of cardiovascular system,134057,197714,Injury of splenic vein
Disorder of cardiovascular system,134057,4020886,Mechanical complication of vena cava umbrella
Disorder of cardiovascular system,134057,4004279,High output heart failure
Disorder of cardiovascular system,134057,4088503,AV junctional (nodal) tachycardia
Disorder of cardiovascular system,134057,134414,Pre-eclampsia or eclampsia with pre-existing hypertension - delivered with postnatal complication
Disorder of cardiovascular system,134057,438206,Maternal rubella during pregnancy - baby delivered
Disorder of cardiovascular system,134057,4184827,"Angina, class II"
Disorder of cardiovascular system,134057,4056446,Superior mesenteric vein injury
Disorder of cardiovascular system,134057,43021828,Right atrial enlargement
Disorder of cardiovascular system,134057,4265190,Cardiac ventricular dilatation
Disorder of cardiovascular system,134057,36716727,Chronic Chagas disease with heart involvement
Disorder of cardiovascular system,134057,4242593,Erythema elevatum diutinum
Disorder of cardiovascular system,134057,314107,Obstetrical cardiac complication of anesthesia AND/OR sedation
Disorder of cardiovascular system,134057,4099974,Completed stroke
Disorder of cardiovascular system,134057,40493243,Eisenmenger's syndrome
Disorder of cardiovascular system,134057,43020874,Viral endocarditis
Disorder of cardiovascular system,134057,4137871,Inappropriate sinus tachycardia
Disorder of cardiovascular system,134057,4062906,Transient hypertension of pregnancy with postnatal complication
Disorder of cardiovascular system,134057,201717,"Heart laceration with open wound into thorax, with penetration of heart chambers"
Disorder of cardiovascular system,134057,195125,Injury of renal vein
Disorder of cardiovascular system,134057,4273462,Atrial aneurysm
Disorder of cardiovascular system,134057,4160782,Coronary artery fistula
Disorder of cardiovascular system,134057,4305666,Eosinophilic granulomatosis with polyangiitis
Disorder of cardiovascular system,134057,4199962,Asymptomatic coronary heart disease
Disorder of cardiovascular system,134057,437045,Incomplete miscarriage with embolism
Disorder of cardiovascular system,134057,4285144,Hypotensive episode
Disorder of cardiovascular system,134057,40482953,Migraine variant with headache
Disorder of cardiovascular system,134057,315884,Vascular lesions of cord with antenatal problem
Disorder of cardiovascular system,134057,4217486,Essential hypertension in obstetric context
Disorder of cardiovascular system,134057,440019,Measles with complication
Disorder of cardiovascular system,134057,313902,Injury of palmar artery
Disorder of cardiovascular system,134057,4264145,"Angina, class I"
Disorder of cardiovascular system,134057,4317287,Atrial septal aneurysm
Disorder of cardiovascular system,134057,4189939,Acute myocardial ischemia
Disorder of cardiovascular system,134057,442603,Malignant hypertensive heart AND renal disease
Disorder of cardiovascular system,134057,194797,Injury of uterine artery
Disorder of cardiovascular system,134057,4108352,Atrial thrombosis
Disorder of cardiovascular system,134057,37016924,Dissection of cerebral artery
Disorder of cardiovascular system,134057,4268609,Williams syndrome
Disorder of cardiovascular system,134057,197154,Injury of portal vein
Disorder of cardiovascular system,134057,381036,Multiple AND bilateral precerebral artery stenosis
Disorder of cardiovascular system,134057,4089459,AV nodal re-entry tachycardia
Disorder of cardiovascular system,134057,440477,Obstetric pyemic and septic pulmonary embolism
Disorder of cardiovascular system,134057,4203149,Primary idiopathic dilated cardiomyopathy
Disorder of cardiovascular system,134057,4269880,Rheumatoid arteritis
Disorder of cardiovascular system,134057,46269911,Gastric hemorrhage due to hypertrophic gastritis
Disorder of cardiovascular system,134057,4081096,Livedo reticularis
Disorder of cardiovascular system,134057,4093494,Toxoplasma myocarditis
Disorder of cardiovascular system,134057,198286,Injury of heart with open wound into thorax
Disorder of cardiovascular system,134057,40480657,Bilateral enlargement of atria
Disorder of cardiovascular system,134057,4208944,Iliac artery stenosis
Disorder of cardiovascular system,134057,4054530,Neoplasm of pericardium
Disorder of cardiovascular system,134057,4120940,Vascular graft occlusion
Disorder of cardiovascular system,134057,4218771,Dilated cardiomyopathy secondary to drug
Disorder of cardiovascular system,134057,434961,Occlusion of lower limb artery
Disorder of cardiovascular system,134057,4111393,Single coronary vessel disease
Disorder of cardiovascular system,134057,4172865,Transient myocardial ischemia of newborn
Disorder of cardiovascular system,134057,201167,Injury of hepatic artery
Disorder of cardiovascular system,134057,4056562,Greater saphenous vein injury
Disorder of cardiovascular system,134057,4145867,Venous occlusion
Disorder of cardiovascular system,134057,4045734,CVA - cerebrovascular accident due to cerebral artery occlusion
Disorder of cardiovascular system,134057,317208,Meningococcal carditis
Disorder of cardiovascular system,134057,43531710,Induced termination of pregnancy complicated by embolism
Disorder of cardiovascular system,134057,380639,Rubella with neurological complication
Disorder of cardiovascular system,134057,4172863,Fetal dysrhythmia
Disorder of cardiovascular system,134057,762769,Chronic migraine without aura
Disorder of cardiovascular system,134057,4121649,Internal jugular vein stenosis
Disorder of cardiovascular system,134057,438270,Closed fracture of C5-C7 level with anterior cord syndrome
Disorder of cardiovascular system,134057,4338242,Congenital stenosis of vena cava
Disorder of cardiovascular system,134057,4317289,Thrombosis of mesenteric vein
Disorder of cardiovascular system,134057,4200662,Tuberculosis of heart
Disorder of cardiovascular system,134057,194994,Renal infarction
Disorder of cardiovascular system,134057,4124694,Bacterial pericarditis
Disorder of cardiovascular system,134057,4261970,Familial cardiomyopathy
Disorder of cardiovascular system,134057,45766036,Carditis due to rheumatic fever
Disorder of cardiovascular system,134057,437427,Injury of external carotid artery
Disorder of cardiovascular system,134057,4232580,Retinal embolus
Disorder of cardiovascular system,134057,4108236,Hypertrophic cardiomyopathy without obstruction
Disorder of cardiovascular system,134057,4050552,Injury of vein at forearm level
Disorder of cardiovascular system,134057,43020480,Acquired coronary artery fistula
Disorder of cardiovascular system,134057,4052218,Injury of peroneal artery
Disorder of cardiovascular system,134057,4142290,Occlusion of arterial bypass graft
Disorder of cardiovascular system,134057,4295878,Thrombosis of penile vein
Disorder of cardiovascular system,134057,4176112,Multifocal atrial tachycardia
Disorder of cardiovascular system,134057,317712,Injury of intercostal artery
Disorder of cardiovascular system,134057,44782713,Congestive heart failure with right heart failure
Disorder of cardiovascular system,134057,197422,Injury of superior mesenteric vein AND/OR primary subdivisions
Disorder of cardiovascular system,134057,4082589,Dilated blood vessels in skin
Disorder of cardiovascular system,134057,43021816,Mixed dementia
Disorder of cardiovascular system,134057,4307373,Basilar migraine
Disorder of cardiovascular system,134057,40491951,Iliac vein compression syndrome
Disorder of cardiovascular system,134057,4032870,Malignant mesothelioma of pericardium
Disorder of cardiovascular system,134057,4066234,Cerebral venous thrombosis in the puerperium
Disorder of cardiovascular system,134057,4144439,Myxoma of heart
Disorder of cardiovascular system,134057,45766164,Heart failure with reduced ejection fraction
Disorder of cardiovascular system,134057,4138173,Intractable ophthalmic migraine
Disorder of cardiovascular system,134057,4240733,Syphilis of mitral valve
Disorder of cardiovascular system,134057,43021947,Infective endocarditis of mitral valve
Disorder of cardiovascular system,134057,40479758,Pseudoaneurysm
Disorder of cardiovascular system,134057,197140,Injury of gastric artery
Disorder of cardiovascular system,134057,4033449,Anomalous cardiac muscle bands
Disorder of cardiovascular system,134057,4298839,Venous lake
Disorder of cardiovascular system,134057,762443,Thrombosis of superficial vein of penis
Disorder of cardiovascular system,134057,4103137,Left ventricular outflow tract obstruction
Disorder of cardiovascular system,134057,4124839,Critical lower limb ischemia
Disorder of cardiovascular system,134057,43021748,Hypertensive nephrosclerosis
Disorder of cardiovascular system,134057,317301,Toxic myocarditis
Disorder of cardiovascular system,134057,4120280,Vascular graft thrombosis
Disorder of cardiovascular system,134057,435972,Injury of pulmonary artery
Disorder of cardiovascular system,134057,4236271,Recurrent pulmonary embolism
Disorder of cardiovascular system,134057,4309007,Heart transplant failure and rejection
Disorder of cardiovascular system,134057,4216773,Asystole
